title,link,salary,company,area,update_time,exp_title,education,com_type
Academic Director Needed in Shenzhen!!35k-40k plus,http://www.jobleadchina.com/job/4728,35K/MTH - 40K/MTH,Intl Recruit,Shenzhen,"Post time: October 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
SAT Teacher Position in Shanghai --part time avail,http://www.jobleadchina.com/job/4727,18K/MTH - 24K/MTH,Intl Recruit,Shanghai,"Post time: October 23, 2019",Experience: Entry Level,Bachelor,Teaching Center
"10k-25k ,French PE teacher and English teacher in ",http://www.jobleadchina.com/job/4725,10K/MTH - 25K/MTH,Beijing risunhongwen International Culture Exchang,Beijing,"Post time: October 23, 2019",Experience: Entry Level,Bachelor,Others
Principal Position needed in Shijiazhuang 1000K/YE,http://www.jobleadchina.com/job/4722,83K/MTH - 84K/MTH,Intl Recruit,Chengdu,"Post time: October 22, 2019",Experience: Executive,Bachelor,Teaching Center
Principal Position in International School in Dong,http://www.jobleadchina.com/job/4721,29K/MTH - 30K/MTH,Intl Recruit,Others,"Post time: October 22, 2019",Experience: Executive,Bachelor,Teaching Center
Kindergarten Homeroom Teacher –Shangihai Pudong,http://www.jobleadchina.com/job/4720,22K/MTH - 30K/MTH,Intl Recruit,Shanghai,"Post time: October 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
"ESL Teacher Position in Kindergarten in Foshan, Gu",http://www.jobleadchina.com/job/4719,16K/MTH - 19K/MTH,Intl Recruit,Chengdu,"Post time: October 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL TEACHERS needed,http://www.jobleadchina.com/job/4718,14K/MTH - 30K/MTH,K12 Education,Shenzhen,"Post time: October 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
Need a kindergarten Teacher In china !   (Better i,http://www.jobleadchina.com/job/4716,12K/MTH - 15K/MTH,Beijing Risun Hongwen,Others,"Post time: October 22, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Urgently Need! ESL Teacher Needed in Hebei,http://www.jobleadchina.com/job/4715,15K/MTH - 19K/MTH,Beijing Risun Hongwen,Others,"Post time: October 22, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
We need English teacher with good accent and kind ,http://www.jobleadchina.com/job/4714,16K/MTH - 25K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Native English teacher needed with desirable salar,http://www.jobleadchina.com/job/4713,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
If u want to find a foreign teacher as an English ,http://www.jobleadchina.com/job/4712,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 22, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
"Part-time In Guangzhou, Needed a English Teacher",http://www.jobleadchina.com/job/4711,3K/MTH - 4K/MTH,Beijing Risun Hongwen,Guangzhou,"Post time: October 22, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"17k-23k , Dongguan Primary school ,ESL teachers",http://www.jobleadchina.com/job/4710,17K/MTH - 23K/MTH,Beijing risunhongwen International Culture Exchang,Dongguan,"Post time: October 22, 2019",Experience: Entry Level,Bachelor,Others
Recruit:Oral English Teacher  IELTS Teacher with h,http://www.jobleadchina.com/job/4708,20K/MTH - 30K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 21, 2019",Experience: Mid-Senior Level,Master,Teaching Center
we need foreign teacher patient and respinsible wi,http://www.jobleadchina.com/job/4707,18K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
middle school recruit foreign English teacher,http://www.jobleadchina.com/job/4706,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
ESL Teacher needed in Primary School in Dongguan,http://www.jobleadchina.com/job/4705,17K/MTH - 19K/MTH,Intl Recruit,Dongguan,"Post time: October 21, 2019",Experience: Associate,Associate,Teaching Center
Native English teacher needed with high salary,http://www.jobleadchina.com/job/4703,18K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
18k-21k●●ESL teacher needed in Guangzhou●●,http://www.jobleadchina.com/job/4702,18K/MTH - 21K/MTH,Intl Recruit,Guangzhou,"Post time: October 21, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL teacher needed in China! Salary from 14k-25k C,http://www.jobleadchina.com/job/4701,14K/MTH - 25K/MTH,English house,Xi'an,"Post time: October 21, 2019",Experience: Internship,Bachelor,Others
English homeroom teacher in International Kinderga,http://www.jobleadchina.com/job/4700,20K/MTH - 28K/MTH,Intl Recruit,Shanghai,"Post time: October 21, 2019",Experience: Entry Level,Bachelor,Teaching Center
35k-50k●●Looking for a Singapore for English Princ,http://www.jobleadchina.com/job/4699,35K/MTH - 50K/MTH,Intl Recruit,Shanghai,"Post time: October 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Native English teacher needed with high salary,http://www.jobleadchina.com/job/4698,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Beijing,"Post time: October 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Foreign teacher needed in kindergarten,http://www.jobleadchina.com/job/4697,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Schools need foreign Englishteaxhue   as soom sa p,http://www.jobleadchina.com/job/4696,16K/MTH - 25K/MTH,Ruiyang Hongwen Culture,Macao,"Post time: October 21, 2019",Experience: Executive,Bachelor,Teaching Center
Urgent needed TOEFL Teacher in Beijing LIMAL JIUHU,http://www.jobleadchina.com/job/4694,12K/MTH - 22K/MTH,Beijing Risun Hongwen,Beijing,"Post time: October 21, 2019",Experience: Entry Level,Master,Consultancy/Legal/Admin
"Need Urgently Primary, Primary  School ESL Teacher",http://www.jobleadchina.com/job/4693,12K/MTH - 22K/MTH,Beijing Risun Hongwen,Dongguan,"Post time: October 21, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"17k-23k , Dongguan Primary school ,ESL teachers",http://www.jobleadchina.com/job/4692,17K/MTH - 23K/MTH,Beijing risunhongwen International Culture Exchang,Dongguan,"Post time: October 21, 2019",Experience: Entry Level,Bachelor,Others
W e need experienced responsible teacher working i,http://www.jobleadchina.com/job/4691,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
public school need foreign English teacher with hi,http://www.jobleadchina.com/job/4690,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 21, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Kindergarten eagerly need some English foreign tea,http://www.jobleadchina.com/job/4689,18K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 18, 2019",Experience: Mid-Senior Level,Master,Teaching Center
Recruit:English foreign teacher with perfect accen,http://www.jobleadchina.com/job/4688,18K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 18, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Urgently need native foreign teacher in English wi,http://www.jobleadchina.com/job/4687,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 18, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Training school needs Foreign English teacher ASAP,http://www.jobleadchina.com/job/4686,15K/MTH - 30K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 18, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
20k-32k▲▲Mathematic teacher for International Scho,http://www.jobleadchina.com/job/4685,20K/MTH - 32K/MTH,Intl Recruit,Others,"Post time: October 18, 2019",Experience: Entry Level,Bachelor,Teaching Center
ASAP▲▲English and literature teachers Needed in Be,http://www.jobleadchina.com/job/4684,21K/MTH - 25K/MTH,Intl Recruit,Beijing,"Post time: October 18, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English teacher in International Kindergarten ,http://www.jobleadchina.com/job/4683,16K/MTH - 23K/MTH,Intl Recruit,Others,"Post time: October 18, 2019",Experience: Entry Level,Master,Teaching Center
Nursery Assistant,http://www.jobleadchina.com/job/4682,25K/MTH - 30K/MTH,Joying Education,Shenzhen,"Post time: October 18, 2019",Experience: Entry Level,Bachelor,School
ESL teacher needed in China! Salary from 12k-28k C,http://www.jobleadchina.com/job/4681,12K/MTH - 28K/MTH,English house,Nanjing,"Post time: October 18, 2019",Experience: Internship,Bachelor,Others
AP Calculus Teacher Needed in Chengdu 20k-30k,http://www.jobleadchina.com/job/4680,20K/MTH - 30K/MTH,Intl Recruit,Chengdu,"Post time: October 18, 2019",Experience: Entry Level,Bachelor,Teaching Center
"20-22k,AP Physics Teacher In Hebei",http://www.jobleadchina.com/job/4679,20K/MTH - 22K/MTH,Beijing risunhongwen International Culture Exchang,Others,"Post time: October 18, 2019",Experience: Entry Level,Bachelor,Others
Well paid and easy teaching positions in China(Nat,http://www.jobleadchina.com/job/4678,14K/MTH - 25K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: October 18, 2019",Experience: Associate,Bachelor,Teaching Center
ESL Teacher needed in Experimental School in Jiaxi,http://www.jobleadchina.com/job/4677,18K/MTH - 28K/MTH,Intl Recruit,Others,"Post time: October 17, 2019",Experience: Entry Level,Bachelor,Teaching Center
Academic Director Needed in Shenzhen!!35k-40k plus,http://www.jobleadchina.com/job/4676,16K/MTH - 28K/MTH,Intl Recruit,Others,"Post time: October 17, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
SAT Teacher Position in Shanghai --part time avail,http://www.jobleadchina.com/job/4675,18K/MTH - 24K/MTH,Intl Recruit,Shanghai,"Post time: October 17, 2019",Experience: Entry Level,Bachelor,Teaching Center
English Teacher in Changsha,http://www.jobleadchina.com/job/4613,16K/MTH - 24K/MTH,IVENS ENGLISH,Others,"Post time: October 17, 2019",Experience: Mid-Senior Level,Any education,Teaching Center
"Eagerly need Native foreign teachers ,comfortable ",http://www.jobleadchina.com/job/4674,10K/MTH - 25K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 17, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
"Easy work less hour ,traveling while working,15-25",http://www.jobleadchina.com/job/4673,15K/MTH - 25K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 17, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Recruit:English teacher needed with high salary,http://www.jobleadchina.com/job/4672,15K/MTH - 25K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 17, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
"Guangzhou vocational University , ESL teacher",http://www.jobleadchina.com/job/4671,17K/MTH - 23K/MTH,Beijing risunhongwen International Culture Exchang,Dongguan,"Post time: October 17, 2019",Experience: Entry Level,Bachelor,Others
ESL TEACHERS needed,http://www.jobleadchina.com/job/4669,16K/MTH - 30K/MTH,K12 Education,Shenzhen,"Post time: October 16, 2019",Experience: Entry Level,Bachelor,Teaching Center
Principal Position needed in Shijiazhuang 1000K/YE,http://www.jobleadchina.com/job/4668,10000K/MTH - 1000K/MTH,Intl Recruit,Others,"Post time: October 16, 2019",Experience: Executive,Bachelor,Teaching Center
Principal Position in International School in Dong,http://www.jobleadchina.com/job/4667,700K/MTH - 700K/MTH,Intl Recruit,Dongguan,"Post time: October 16, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Kindergarten Homeroom Teacher –Shangihai,http://www.jobleadchina.com/job/4666,22K/MTH - 30K/MTH,Intl Recruit,Shanghai,"Post time: October 16, 2019",Experience: Entry Level,Bachelor,Teaching Center
"ESL Teacher Position in Kindergarten in Foshan, Gu",http://www.jobleadchina.com/job/4665,16K/MTH - 19K/MTH,Intl Recruit,Others,"Post time: October 16, 2019",Experience: Entry Level,Bachelor,Teaching Center
"20-22k, ELA/ ESL Teacher Science Teacher In Hebei",http://www.jobleadchina.com/job/4664,20K/MTH - 22K/MTH,Beijing risunhongwen International Culture Exchang,Others,"Post time: October 16, 2019",Experience: Entry Level,Bachelor,Others
"17k-23k, Dongguan Middle school ,ESL teachers",http://www.jobleadchina.com/job/4660,17K/MTH - 23K/MTH,Beijing risunhongwen International Culture Exchang,Dongguan,"Post time: October 15, 2019",Experience: Entry Level,Bachelor,Others
ESL Teacher needed in Primary School in Dongguan,http://www.jobleadchina.com/job/4659,17K/MTH - 19K/MTH,Intl Recruit,Others,"Post time: October 15, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL teacher needed in Guangzhou,http://www.jobleadchina.com/job/4658,18K/MTH - 21K/MTH,Intl Recruit,Guangzhou,"Post time: October 15, 2019",Experience: Entry Level,Bachelor,Teaching Center
English homeroom teacher in International Kinderga,http://www.jobleadchina.com/job/4657,20K/MTH - 28K/MTH,Intl Recruit,Shanghai,"Post time: October 15, 2019",Experience: Entry Level,Bachelor,Teaching Center
English Principal position in International Kinder,http://www.jobleadchina.com/job/4656,35K/MTH - 50K/MTH,Intl Recruit,Chengdu,"Post time: October 15, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL TEACHERS needed,http://www.jobleadchina.com/job/4655,16K/MTH - 30K/MTH,K12 Education,Shenzhen,"Post time: October 15, 2019",Experience: Entry Level,Bachelor,Teaching Center
Math Teacher//International School in Tianjin//20-,http://www.jobleadchina.com/job/4654,20K/MTH - 32K/MTH,Intl Recruit,Tianjin,"Post time: October 14, 2019",Experience: Entry Level,Bachelor,Teaching Center
21k-25k~English and literature teachers Needed in ,http://www.jobleadchina.com/job/4653,21K/MTH - 25K/MTH,Intl Recruit,Beijing,"Post time: October 14, 2019",Experience: Entry Level,Bachelor,Teaching Center
English teacher/International Kindergarten in Mult,http://www.jobleadchina.com/job/4652,16K/MTH - 23K/MTH,Intl Recruit,Others,"Post time: October 14, 2019",Experience: Entry Level,Bachelor,Teaching Center
AP Calculus Teacher Needed in Chengdu 20k-30k,http://www.jobleadchina.com/job/4651,20K/MTH - 30K/MTH,Intl Recruit,Chengdu,"Post time: October 14, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL TEACHERS needed,http://www.jobleadchina.com/job/4650,16K/MTH - 30K/MTH,K12 Education,Shenzhen,"Post time: October 14, 2019",Experience: Entry Level,Bachelor,Teaching Center
working in China as a foreign teacher with high sa,http://www.jobleadchina.com/job/4649,16K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 14, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Recruit:Native English teacher needed,http://www.jobleadchina.com/job/4648,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Xi'an,"Post time: October 14, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
ESL/EFL Teachers Needed in China,http://www.jobleadchina.com/job/4647,10000K/MTH - 28000K/MTH,"Beijing dekuaixin Education Technology Co.,Ltd",Shenzhen,"Post time: October 14, 2019",Experience: Entry Level,Associate,School
Teaching and travelling all over China ,http://www.jobleadchina.com/job/4646,10000K/MTH - 28000K/MTH,"Beijing dekuaixin Education Technology Co.,Ltd",Guangzhou,"Post time: October 14, 2019",Experience: Entry Level,Any education,School
"ESL Teacher ,in China ",http://www.jobleadchina.com/job/4645,10000K/MTH - 28000K/MTH,"Beijing dekuaixin Education Technology Co.,Ltd",Shanghai,"Post time: October 14, 2019",Experience: Entry Level,Any education,School
ESL teacher recruitment in China ,http://www.jobleadchina.com/job/4644,10000K/MTH - 28000K/MTH,"Beijing dekuaixin Education Technology Co.,Ltd",Beijing,"Post time: October 14, 2019",Experience: Entry Level,Any education,School
Native English teacher needed,http://www.jobleadchina.com/job/4643,15K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 14, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
"12k-20k ,ESL teacher in Guangzhou school",http://www.jobleadchina.com/job/4642,12K/MTH - 20K/MTH,Beijing risunhongwen International Culture Exchang,Guangzhou,"Post time: October 14, 2019",Experience: Entry Level,Bachelor,Others
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/4641,15K/MTH - 20K/MTH,Hailiang ECE,Hangzhou,"Post time: October 14, 2019",Experience: Mid-Senior Level,Bachelor,School
Middle school needs foreign teachers with good acc,http://www.jobleadchina.com/job/4640,16K/MTH - 28K/MTH,Ruiyang Hongwen Culture,Guangzhou,"Post time: October 13, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
Kindergarten Urgently need  kind Foreign teachers ,http://www.jobleadchina.com/job/4639,16K/MTH - 25K/MTH,Ruiyang Hongwen Culture,Others,"Post time: October 13, 2019",Experience: Mid-Senior Level,Bachelor,Teaching Center
