,_id,id,atUsers,content,createTime,downCount,flags,parentComment,parentCommentId,picList,replyCount,upCount,user,userId,userIsLiked
0,5e38e2827991a9c22bcf7ae5,1000208998571,{},好看,1580785632146,0,{},{},0,[],0,0,"{'vipInfo': {}, 'userLevel': 2, 'avatarMiddle': 'https://static.youku.com/lvip/img/avatar/50/20.png', 'avatarLarge': 'https://static.youku.com/lvip/img/avatar/310/20.png', 'userName': '维多利亚黄药师同学滴', 'userId': 1748851619, 'userCode': 'UNjk5NTQwNjQ3Ng==', 'avatarSmall': 'https://static.youku.com/lvip/img/avatar/30/20.png'}",1748851619,0
1,5e38e2827991a9c22bcf7ae7,1000209113692,{},拍的好,1580785564599,0,{},{},0,[],0,0,"{'vipInfo': {}, 'userLevel': 17, 'avatarMiddle': 'https://wwc.alicdn.com/avatar/getAvatar.do?userId=373462188&width=160&height=160&type=sns', 'avatarLarge': 'https://wwc.alicdn.com/avatar/getAvatar.do?userId=373462188&width=160&height=160&type=sns', 'userName': 'zgtccm', 'userId': 1035868056, 'userCode': 'UNDE0MzQ3MjIyNA==', 'avatarSmall': 'https://wwc.alicdn.com/avatar/getAvatar.do?userId=373462188&width=160&height=160&type=sns'}",1035868056,0
2,5e38e2827991a9c22bcf7ae9,1000209065938,{},什么情况？,1580784452723,0,{},{},0,[],0,0,"{'vipInfo': {}, 'userLevel': 24, 'avatarMiddle': 'https://r1.ykimg.com/051000005A23700A8B3D055C3800CE0C', 'avatarLarge': 'https://r1.ykimg.com/051000005A23700A8B3D0567810E9495', 'userName': '绵竹王俊', 'userId': 1348073303, 'userCode': 'UNTM5MjI5MzIxMg==', 'avatarSmall': 'https://r1.ykimg.com/051000005A23700A8B3D0564CE09A4F7'}",1348073303,0
3,5e38e2827991a9c22bcf7aeb,1000209010120,{},😪,1580783858830,0,{},{},0,[],0,0,"{'vipInfo': {'icon': 'https://gw.alicdn.com/tfs/TB1mVJDbRKw3KVjSZFOXXarDVXa-48-48.png', 'mmid': 100002, 'name': '优酷土豆黄金会员', 'state': '1', 'vipGrade': 2}, 'userLevel': 3, 'avatarMiddle': 'https://image.9xsecndns.cn/image/uicon/67eac9453a012507772e03cc5c46c1827453af6112e7ff.jpg?x-oss-process=image/resize,m_fill,h_50,w_50,limit_0', 'avatarLarge': 'https://image.9xsecndns.cn/image/uicon/67eac9453a012507772e03cc5c46c1827453af6112e7ff.jpg?x-oss-process=image/resize,m_fill,h_310,w_310,limit_0', 'userName': '库法灵雪', 'userId': 1099610864, 'userCode': 'UNDM5ODQ0MzQ1Ng==', 'avatarSmall': 'https://image.9xsecndns.cn/image/uicon/67eac9453a012507772e03cc5c46c1827453af6112e7ff.jpg?x-oss-process=image/resize,m_fill,h_30,w_30,limit_0'}",1099610864,0
4,5e38e2827991a9c22bcf7aed,1000210314493,{},打卡,1580783582504,0,{},{},0,[],0,0,"{'vipInfo': {'icon': 'https://gw.alicdn.com/tfs/TB1c5JFbGSs3KVjSZPiXXcsiVXa-48-48.png', 'mmid': 100002, 'name': '优酷土豆黄金会员', 'state': '1', 'vipGrade': 1}, 'userLevel': 19, 'avatarMiddle': 'https://static.youku.com/user/img/avatar/50/51.jpg', 'avatarLarge': 'https://static.youku.com/user/img/avatar/310/51.jpg', 'userName': 'qwe2018qwe', 'userId': 900122675, 'userCode': 'UMzYwMDQ5MDcwMA==', 'avatarSmall': 'https://static.youku.com/user/img/avatar/30/51.jpg'}",900122675,0
